Date,Close
2019-06-21,18.6315
2019-06-24,18.5045
2019-06-25,18.435
2019-06-26,18.3695
2019-06-27,18.3925
2019-06-28,18.4745
2019-07-01,18.746
2019-07-02,18.7655
2019-07-03,18.969
2019-07-04,19.0065
2019-07-05,18.9655
2019-07-08,18.926
2019-07-09,18.895
2019-07-10,18.9115
2019-07-11,18.9445
2019-07-12,18.978
2019-07-15,19.008
2019-07-16,19.0655
2019-07-17,18.972
2019-07-18,18.855
2019-07-19,18.985
2019-07-22,18.9175
2019-07-23,19.097
2019-07-24,19.1785
2019-07-25,19.133
2019-07-26,19.2565
2019-07-29,19.2135
2019-07-30,19.1
2019-07-31,19.1475
2019-08-01,19.251
2019-08-02,18.648
2019-08-05,18.1795
2019-08-06,18.0645
2019-08-07,18.097
2019-08-08,18.485
2019-08-09,18.373
2019-08-12,18.2725
2019-08-13,18.518
2019-08-14,18.188
2019-08-15,18.161
2019-08-16,18.422
2019-08-19,18.64
2019-08-20,18.5765
2019-08-21,18.6685
2019-08-22,18.609
2019-08-23,18.314
2019-08-26,18.361
2019-08-27,18.44
2019-08-28,18.4655
2019-08-29,18.7195
2019-08-30,18.8305
2019-09-02,18.827
2019-09-03,18.782
2019-09-04,18.8955
2019-09-05,19.102
2019-09-06,19.132
2019-09-09,19.128
2019-09-10,19.0405
2019-09-11,19.297
2019-09-12,19.342
2019-09-13,19.3465
2019-09-16,19.358
2019-09-17,19.302
2019-09-18,19.2705
2019-09-19,19.451
2019-09-20,19.485
2019-09-23,19.3815
2019-09-24,19.3345
2019-09-25,19.331
2019-09-26,19.3715
2019-09-27,19.424
2019-10-01,19.2935
2019-10-02,18.774
2019-10-04,18.987
2019-10-07,19.0815
2019-10-08,18.8325
2019-10-09,18.8915
2019-10-10,19.029
2019-10-11,19.2985
2019-10-14,19.2115
2019-10-15,19.37
2019-10-16,19.2945
2019-10-17,19.2295
2019-10-18,19.1585
2019-10-21,19.256
2019-10-22,19.3045
2019-10-23,19.3065
2019-10-24,19.4125
2019-10-25,19.4955
2019-10-28,19.5585
2019-10-29,19.5635
2019-10-30,19.51
2019-10-31,19.4155
2019-11-01,19.5865
2019-11-04,19.768
2019-11-05,19.8665
2019-11-06,19.8615
2019-11-07,20.02
2019-11-08,19.988
2019-11-11,19.952
2019-11-12,20.091
2019-11-13,20.051
2019-11-14,20.012
2019-11-15,20.1
2019-11-18,20.065
2019-11-19,20.058
2019-11-20,20.041
2019-11-21,19.9455
2019-11-22,20.038
2019-11-25,20.245
2019-11-26,20.276
2019-11-27,20.364
2019-11-28,20.357
2019-11-29,20.28
2019-12-02,19.941
2019-12-03,19.7825
2019-12-04,20.02
2019-12-05,19.953
2019-12-06,20.278
2019-12-09,20.214
2019-12-10,20.129
2019-12-11,20.142
2019-12-12,20.235
2019-12-13,20.268
2019-12-16,20.483
2019-12-17,20.418
2019-12-18,20.472
2019-12-19,20.496
2019-12-20,20.701
2019-12-23,20.671
2019-12-27,20.66
2019-12-30,20.601
2020-01-02,20.618
2020-01-03,20.619
2020-01-06,20.572
2020-01-07,20.701
2020-01-08,20.786
2020-01-09,20.924
2020-01-10,20.875
2020-01-13,20.851
2020-01-14,20.938
2020-01-15,20.943
2020-01-16,21.022
2020-01-17,21.199
2020-01-20,21.219
2020-01-21,21.187
2020-01-22,21.233
2020-01-23,21.18
2020-01-24,21.253
2020-01-27,20.823
2020-01-28,21.014
2020-01-29,21.084
2020-01-30,20.859
2020-01-31,20.624
2020-02-03,20.717
2020-02-04,21.103
2020-02-05,21.283
2020-02-06,21.452
2020-02-07,21.442
2020-02-10,21.51
2020-02-11,21.662
2020-02-12,21.79
2020-02-13,21.874
2020-02-14,21.868
2020-02-17,21.929
2020-02-18,21.802
2020-02-19,22.021
2020-02-20,21.783
2020-02-21,21.644
2020-02-24,20.939
2020-02-25,20.58
2020-02-26,20.493
2020-02-27,19.6385
2020-02-28,18.8295
2020-03-02,19.056
2020-03-03,19.217
2020-03-04,19.385
2020-03-05,19.2875
2020-03-06,18.4445
2020-03-09,17.222
2020-03-10,17.149
2020-03-11,17.2145
2020-03-12,15.635
2020-03-13,15.867
2020-03-16,15.5175
2020-03-17,15.6785
2020-03-18,15.0425
2020-03-19,15.4565
2020-03-20,15.57
2020-03-23,14.6015
2020-03-24,15.828
2020-03-25,16.2765
2020-03-26,16.5895
2020-03-27,16.188
2020-03-30,16.4865
2020-03-31,16.759
2020-04-01,16.0915
2020-04-02,16.212
2020-04-03,16.13
2020-04-06,16.8345
2020-04-07,17.3865
2020-04-08,17.3635
2020-04-09,17.6945
2020-04-14,17.8045
2020-04-15,17.5285
2020-04-16,17.719
2020-04-17,17.9745
2020-04-20,18.147
2020-04-21,17.388
2020-04-22,17.7795
2020-04-23,18.0225
2020-04-24,17.867
2020-04-27,18.274
2020-04-28,18.408
2020-04-29,18.722
2020-04-30,18.4075
2020-05-04,17.8175
2020-05-05,18.365
2020-05-06,18.266
2020-05-07,18.4945
2020-05-08,18.599
2020-05-11,18.663
2020-05-12,18.6315
2020-05-13,18.151
2020-05-14,17.9915
2020-05-15,18.0895
2020-05-18,18.7565
2020-05-19,18.6725
2020-05-20,18.7485
2020-05-21,18.593
2020-05-22,18.62
2020-05-25,18.9715
2020-05-26,18.9795
2020-05-27,18.9445
2020-05-28,19.202
2020-05-29,18.836
2020-06-02,19.1585
2020-06-03,19.4645
2020-06-04,19.274
2020-06-05,19.8175
2020-06-08,19.8635
2020-06-09,19.695
2020-06-10,19.6125
2020-06-11,18.893
2020-06-12,18.909
2020-06-15,18.7615
2020-06-16,19.3775
2020-06-17,19.4995
2020-06-18,19.416
2020-06-19,19.582
2020-06-22,19.337
2020-06-23,19.5155
2020-06-24,19.0175
2020-06-25,19.116
2020-06-26,19.012
2020-06-29,19.018
2020-06-30,19.1685
2020-07-01,19.2865
2020-07-02,19.5855
2020-07-03,19.4235
2020-07-06,19.723
2020-07-07,19.6875
2020-07-08,19.471
2020-07-09,19.4125
2020-07-10,19.575
2020-07-13,19.8805
2020-07-14,19.5055
2020-07-15,19.81
2020-07-16,19.6905
2020-07-17,19.747
2020-07-20,19.8445
2020-07-21,19.9935
2020-07-22,19.757
2020-07-23,19.8165
2020-07-24,19.4395
2020-07-27,19.3075
2020-07-28,19.421
2020-07-29,19.3885
2020-07-30,19.211
2020-07-31,19.1145
2020-08-03,19.5395
2020-08-04,19.531
2020-08-05,19.5155
2020-08-06,19.521
2020-08-07,19.6895
2020-08-10,19.7445
2020-08-11,19.933
2020-08-12,19.9955
2020-08-13,19.937
2020-08-14,19.865
2020-08-17,19.8845
2020-08-18,19.826
2020-08-19,19.946
2020-08-20,19.8635
2020-08-21,19.9755
2020-08-24,20.161
2020-08-25,20.168
2020-08-26,20.324
2020-08-27,20.461
2020-08-28,20.303
2020-08-31,20.248
2020-09-01,20.301
2020-09-02,20.645
2020-09-03,20.26
2020-09-04,19.832
2020-09-07,20.136
2020-09-08,19.778
2020-09-09,20.013
2020-09-10,19.929
2020-09-11,19.792
2020-09-14,19.9605
2020-09-15,20.134
2020-09-16,20.2
2020-09-17,19.9365
2020-09-18,19.7755
2020-09-21,19.358
2020-09-22,19.5925
2020-09-23,19.7405
2020-09-24,19.5255
2020-09-25,19.6475
2020-09-28,20.079
2020-09-29,19.8965
2020-09-30,20.011
2020-10-01,20.049
2020-10-02,19.97
2020-10-05,20.097
2020-10-06,20.156
2020-10-07,20.195
2020-10-08,20.363
2020-10-09,20.448
2020-10-12,20.732
2020-10-13,20.791
2020-10-14,20.703
2020-10-15,20.482
2020-10-16,20.667
2020-10-19,20.478
2020-10-20,20.247
2020-10-21,20.163
2020-10-22,20.16
2020-10-23,20.236
2020-10-26,19.918
2020-10-27,19.9005
2020-10-28,19.496
2020-10-29,19.638
2020-10-30,19.4515
2020-11-02,19.7455
2020-11-03,20.056
2020-11-04,20.53
2020-11-05,20.668
2020-11-06,20.566
2020-11-09,21.273
2020-11-10,20.99
2020-11-11,21.279
2020-11-12,21.111
2020-11-13,21.094
2020-11-16,21.405
2020-11-17,21.331
2020-11-18,21.387
2020-11-19,21.189
2020-11-20,21.274
2020-11-23,21.27
2020-11-24,21.552
2020-11-25,21.499
2020-11-26,21.525
2020-11-27,21.535
2020-11-30,21.314
2020-12-01,21.511
2020-12-02,21.391
2020-12-03,21.404
2020-12-04,21.527
2020-12-07,21.525
2020-12-08,21.573
2020-12-09,21.651
2020-12-10,21.523
2020-12-11,21.338
2020-12-14,21.472
2020-12-15,21.444
2020-12-16,21.596
2020-12-17,21.597
2020-12-18,21.547
2020-12-21,21.286
2020-12-22,21.482
2020-12-23,21.59
2020-12-28,21.719
2020-12-29,21.726
2020-12-30,21.687
2021-01-04,21.522
2021-01-05,21.581
2021-01-06,21.897
2021-01-07,22.077
2021-01-08,22.212
2021-01-11,22.295
2021-01-12,22.275
2021-01-13,22.326
2021-01-14,22.447
2021-01-15,22.27
2021-01-18,22.308
2021-01-19,22.286
2021-01-20,22.574
2021-01-21,22.567
2021-01-22,22.424
2021-01-25,22.398
2021-01-26,22.5
2021-01-27,22.222
