Date,Close
2010-09-14,79.6679
2010-09-15,79.8691
2010-09-16,79.8375
2010-09-17,79.9152
2010-09-20,81.2151
2010-09-21,80.9688
2010-09-22,80.5326
2010-09-23,79.8691
2010-09-24,81.0586
2010-09-27,80.6761
2010-09-28,81.1987
2010-09-29,80.8136
2010-09-30,80.6935
2010-10-01,80.9688
2010-10-04,80.2862
2010-10-05,82.0509
2010-10-06,81.91
2010-10-07,81.864
2010-10-08,82.4795
2010-10-11,82.3384
2010-10-12,82.8293
2010-10-13,83.321
2010-10-14,83.0037
2010-10-15,83.1611
2010-10-18,83.7573
2010-10-19,82.4354
2010-10-20,83.321
2010-10-21,83.4419
2010-10-22,83.6431
2010-10-25,83.8847
2010-10-26,83.8664
2010-10-27,83.6087
2010-10-28,83.6661
2010-10-29,83.7325
2010-11-01,83.7745
2010-11-02,84.435
2010-11-03,84.7934
2010-11-04,86.379
2010-11-05,86.7155
2010-11-08,86.6043
2010-11-09,85.9227
2010-11-10,86.2582
2010-11-11,85.9668
2010-11-12,84.9029
2010-11-15,84.8433
2010-11-16,83.4678
2010-11-17,83.533
2010-11-18,84.7751
2010-11-19,84.9612
2010-11-22,84.8863
2010-11-23,83.6978
2010-11-24,84.7934
2010-11-26,84.3103
2010-11-29,84.225
2010-11-30,83.6518
2010-12-01,85.5221
2010-12-02,86.637
2010-12-03,86.8564
2010-12-06,86.7519
2010-12-07,86.7758
2010-12-08,87.1459
2010-12-09,87.4525
2010-12-10,87.9905
2010-12-13,88.0442
2010-12-14,88.09
2010-12-15,87.6904
2010-12-16,88.2129
2010-12-17,88.3193
2010-12-20,88.514
2010-12-21,89.0573
2010-12-22,89.3775
2010-12-23,89.2367
2010-12-27,88.8944
2010-12-28,88.9876
2010-12-29,89.067
2010-12-30,88.9241
2010-12-31,89.0208
2011-01-03,89.8618
2011-01-04,89.7906
2011-01-05,90.2605
2011-01-06,90.1071
2011-01-07,89.9278
2011-01-10,89.8443
2011-01-11,90.1417
2011-01-12,90.9419
2011-01-13,90.8249
2011-01-14,91.453
2011-01-18,91.6169
2011-01-19,90.7034
2011-01-20,90.595
2011-01-21,90.8249
2011-01-24,91.3522
2011-01-25,91.315
2011-01-26,91.8038
2011-01-27,91.9332
2011-01-28,90.2605
2011-01-31,91.0137
2011-02-01,92.4155
2011-02-02,92.2877
2011-02-03,92.5055
2011-02-04,92.7565
2011-02-07,93.3337
2011-02-08,93.782
2011-02-09,93.5426
2011-02-10,93.5715
2011-02-11,94.1513
2011-02-14,94.3874
2011-02-15,94.0566
2011-02-16,94.6498
2011-02-18,95.176
2011-02-22,93.2015
2011-02-23,92.6818
2011-02-24,92.5821
2011-02-25,93.6002
2011-02-28,94.1513
2011-03-01,92.5342
2011-03-02,92.8044
2011-03-03,94.4033
2011-03-04,93.7124
2011-03-07,92.8697
2011-03-08,93.765
2011-03-09,93.6472
2011-03-10,91.9332
2011-03-11,92.5342
2011-03-14,92.0177
2011-03-15,90.9957
2011-03-16,89.2547
2011-03-17,90.3764
2011-03-18,90.7684
2011-03-21,92.1383
2011-03-22,91.8038
2011-03-23,92.1106
2011-03-24,92.9501
2011-03-25,93.2378
2011-03-28,93.0432
